author_id,community
https://openalex.org/A5062462809,4
https://openalex.org/A5068310504,9
https://openalex.org/A5010528974,6
https://openalex.org/A5111461011,6
https://openalex.org/A5102962995,3
https://openalex.org/A5015534160,8
https://openalex.org/A5051544089,8
https://openalex.org/A5024192305,8
https://openalex.org/A5034436241,11
https://openalex.org/A5080902143,11
https://openalex.org/A5013022885,6
https://openalex.org/A5011168888,3
https://openalex.org/A5030987696,3
https://openalex.org/A5014647140,3
https://openalex.org/A5080732494,3
https://openalex.org/A5054707908,3
https://openalex.org/A5101525811,8
https://openalex.org/A5059617648,8
https://openalex.org/A5100338946,8
https://openalex.org/A5043155699,3
https://openalex.org/A5080592530,3
https://openalex.org/A5103163280,3
https://openalex.org/A5079179998,9
https://openalex.org/A5029832705,9
https://openalex.org/A5013097792,9
https://openalex.org/A5060741187,9
https://openalex.org/A5005917791,9
https://openalex.org/A5079997412,6
https://openalex.org/A5023749345,3
https://openalex.org/A5066926540,3
https://openalex.org/A5080833581,3
https://openalex.org/A5080066602,4
https://openalex.org/A5085452154,4
https://openalex.org/A5082330712,4
https://openalex.org/A5071778778,4
https://openalex.org/A5063173613,6
https://openalex.org/A5007782249,6
https://openalex.org/A5066048702,3
https://openalex.org/A5086169451,3
https://openalex.org/A5007746083,3
https://openalex.org/A5081481130,8
https://openalex.org/A5032694172,8
https://openalex.org/A5086827245,3
https://openalex.org/A5010924288,3
https://openalex.org/A5024312485,3
https://openalex.org/A5082698243,4
https://openalex.org/A5023997241,10
https://openalex.org/A5043042424,10
https://openalex.org/A5079255095,10
https://openalex.org/A5041445378,0
https://openalex.org/A5044246594,0
https://openalex.org/A5026721037,3
https://openalex.org/A5079411499,6
https://openalex.org/A5022243966,9
https://openalex.org/A5043618214,6
https://openalex.org/A5103829821,8
https://openalex.org/A5032227559,6
https://openalex.org/A5079756254,3
https://openalex.org/A5080482016,3
https://openalex.org/A5013750306,3
https://openalex.org/A5110862612,3
https://openalex.org/A5042805137,3
https://openalex.org/A5043896474,3
https://openalex.org/A5064296964,3
https://openalex.org/A5027814433,3
https://openalex.org/A5071294124,3
https://openalex.org/A5075426054,8
https://openalex.org/A5064587316,8
https://openalex.org/A5077079119,3
https://openalex.org/A5069454833,3
https://openalex.org/A5069999998,3
https://openalex.org/A5103706325,3
https://openalex.org/A5084502036,4
https://openalex.org/A5005129420,4
https://openalex.org/A5063557800,4
https://openalex.org/A5101965763,4
https://openalex.org/A5017393131,4
https://openalex.org/A5011132434,0
https://openalex.org/A5049746675,0
https://openalex.org/A5049220804,0
https://openalex.org/A5076633756,3
https://openalex.org/A5091031461,3
https://openalex.org/A5081572800,3
https://openalex.org/A5014822644,6
https://openalex.org/A5103083194,6
https://openalex.org/A5044005828,6
https://openalex.org/A5073393938,1
https://openalex.org/A5111548453,1
https://openalex.org/A5036961942,1
https://openalex.org/A5068791842,1
https://openalex.org/A5028574041,1
https://openalex.org/A5047826639,1
https://openalex.org/A5051505435,1
https://openalex.org/A5100323773,8
https://openalex.org/A5048089055,6
https://openalex.org/A5009370402,6
https://openalex.org/A5088613770,6
https://openalex.org/A5041560015,6
https://openalex.org/A5108655124,3
https://openalex.org/A5085081313,3
https://openalex.org/A5033543507,3
https://openalex.org/A5001523273,6
https://openalex.org/A5086720301,9
https://openalex.org/A5042566717,9
https://openalex.org/A5037146201,9
https://openalex.org/A5000600927,6
https://openalex.org/A5026269091,6
https://openalex.org/A5045620226,3
https://openalex.org/A5011195481,3
https://openalex.org/A5101446790,3
https://openalex.org/A5034169349,6
https://openalex.org/A5077250901,6
https://openalex.org/A5111743953,6
https://openalex.org/A5059903787,6
https://openalex.org/A5092810091,3
https://openalex.org/A5038700785,0
https://openalex.org/A5088860826,6
https://openalex.org/A5064066193,6
https://openalex.org/A5034808244,6
https://openalex.org/A5063587124,10
https://openalex.org/A5044760093,11
https://openalex.org/A5109548287,11
https://openalex.org/A5113452526,11
https://openalex.org/A5064577447,11
https://openalex.org/A5019899729,11
https://openalex.org/A5078255358,11
https://openalex.org/A5103544037,6
https://openalex.org/A5113862672,6
https://openalex.org/A5045097883,6
https://openalex.org/A5045613469,6
https://openalex.org/A5112904987,6
https://openalex.org/A5110150233,6
https://openalex.org/A5109076060,6
https://openalex.org/A5006413591,6
https://openalex.org/A5062073106,6
https://openalex.org/A5024024784,1
https://openalex.org/A5062878408,4
https://openalex.org/A5067372819,11
https://openalex.org/A5012209374,11
https://openalex.org/A5047800987,2
https://openalex.org/A5110018213,2
https://openalex.org/A5103045783,2
https://openalex.org/A5017534073,2
https://openalex.org/A5034730160,2
https://openalex.org/A5014846800,2
https://openalex.org/A5070868391,11
https://openalex.org/A5014817499,0
https://openalex.org/A5022105203,3
https://openalex.org/A5073544378,3
https://openalex.org/A5003689532,6
https://openalex.org/A5020837924,6
https://openalex.org/A5015835735,2
https://openalex.org/A5077873111,4
https://openalex.org/A5057802135,4
https://openalex.org/A5017589963,6
https://openalex.org/A5026696092,6
https://openalex.org/A5023365550,0
https://openalex.org/A5088517824,0
https://openalex.org/A5053264719,1
https://openalex.org/A5045660489,1
https://openalex.org/A5112141456,3
https://openalex.org/A5076926809,5
https://openalex.org/A5047878798,5
https://openalex.org/A5113919628,5
https://openalex.org/A5053236115,5
https://openalex.org/A5108050911,5
https://openalex.org/A5077142904,4
https://openalex.org/A5019655566,4
https://openalex.org/A5084044470,4
https://openalex.org/A5085054435,4
https://openalex.org/A5036724400,6
https://openalex.org/A5023084721,0
https://openalex.org/A5111979273,0
https://openalex.org/A5009805342,0
https://openalex.org/A5090570042,0
https://openalex.org/A5088227654,6
https://openalex.org/A5038356922,3
https://openalex.org/A5065980952,8
https://openalex.org/A5022757511,6
https://openalex.org/A5071968122,6
https://openalex.org/A5023884238,6
https://openalex.org/A5043740961,6
https://openalex.org/A5040701706,7
https://openalex.org/A5076384465,7
https://openalex.org/A5057036419,7
https://openalex.org/A5079167360,7
https://openalex.org/A5109221121,7
https://openalex.org/A5080795738,7
https://openalex.org/A5038579832,7
https://openalex.org/A5090647314,0
https://openalex.org/A5081222009,9
https://openalex.org/A5050270181,9
https://openalex.org/A5004434563,9
https://openalex.org/A5042437033,9
https://openalex.org/A5022585812,6
https://openalex.org/A5005141159,1
https://openalex.org/A5101407672,4
https://openalex.org/A5063223563,4
https://openalex.org/A5017465110,6
https://openalex.org/A5058506527,6
https://openalex.org/A5038022072,6
https://openalex.org/A5091430514,6
https://openalex.org/A5023509726,6
https://openalex.org/A5014652241,6
https://openalex.org/A5050370761,6
https://openalex.org/A5067875478,6
https://openalex.org/A5100323842,8
https://openalex.org/A5011362394,8
https://openalex.org/A5068923033,8
https://openalex.org/A5008016791,8
https://openalex.org/A5009090478,8
https://openalex.org/A5031068694,8
https://openalex.org/A5062858111,0
https://openalex.org/A5002575847,0
https://openalex.org/A5041097650,0
https://openalex.org/A5067201111,0
https://openalex.org/A5058102069,0
https://openalex.org/A5089061777,6
https://openalex.org/A5034688359,6
https://openalex.org/A5044453885,6
https://openalex.org/A5039066271,6
https://openalex.org/A5042671776,6
https://openalex.org/A5029291566,4
https://openalex.org/A5082513276,4
https://openalex.org/A5014802852,4
https://openalex.org/A5033334482,6
https://openalex.org/A5068198932,6
https://openalex.org/A5035673544,6
https://openalex.org/A5080552381,6
https://openalex.org/A5059339287,1
https://openalex.org/A5017776752,6
https://openalex.org/A5086207985,6
https://openalex.org/A5063203053,6
https://openalex.org/A5083500004,6
https://openalex.org/A5027620832,0
https://openalex.org/A5067254145,0
https://openalex.org/A5003791181,9
https://openalex.org/A5045020317,1
https://openalex.org/A5057348711,1
https://openalex.org/A5047332384,1
https://openalex.org/A5027937806,3
https://openalex.org/A5065695849,3
https://openalex.org/A5090160801,9
https://openalex.org/A5010162237,6
https://openalex.org/A5088383740,8
https://openalex.org/A5048013263,6
https://openalex.org/A5042927466,6
https://openalex.org/A5103220240,6
https://openalex.org/A5085178772,10
https://openalex.org/A5065511606,10
https://openalex.org/A5079008360,10
https://openalex.org/A5117412503,10
https://openalex.org/A5087980362,0
https://openalex.org/A5062247244,11
https://openalex.org/A5078661620,11
https://openalex.org/A5013545831,11
https://openalex.org/A5003323323,6
https://openalex.org/A5009666613,6
https://openalex.org/A5108530792,6
https://openalex.org/A5022083470,6
https://openalex.org/A5100781915,0
https://openalex.org/A5051088603,6
https://openalex.org/A5074227937,7
https://openalex.org/A5033685732,9
https://openalex.org/A5077429082,11
https://openalex.org/A5000059818,11
https://openalex.org/A5004439426,4
https://openalex.org/A5101571342,6
https://openalex.org/A5044617826,6
https://openalex.org/A5033495203,4
https://openalex.org/A5052845887,8
https://openalex.org/A5047957075,8
https://openalex.org/A5037332242,8
https://openalex.org/A5050028246,3
https://openalex.org/A5083987276,6
https://openalex.org/A5071978262,6
https://openalex.org/A5053586070,6
https://openalex.org/A5091757455,8
https://openalex.org/A5042172804,3
https://openalex.org/A5072989920,3
https://openalex.org/A5090307961,3
https://openalex.org/A5032254007,3
https://openalex.org/A5037553376,3
https://openalex.org/A5027778611,3
https://openalex.org/A5047629108,9
https://openalex.org/A5045165855,9
https://openalex.org/A5017727767,9
https://openalex.org/A5032121391,9
https://openalex.org/A5064416353,9
https://openalex.org/A5081492901,9
https://openalex.org/A5034207239,9
https://openalex.org/A5091477617,9
https://openalex.org/A5050618414,8
https://openalex.org/A5089396175,4
https://openalex.org/A5066286194,4
https://openalex.org/A5061933855,4
https://openalex.org/A5020901777,4
https://openalex.org/A5077143179,4
https://openalex.org/A5073715752,6
https://openalex.org/A5078921378,0
https://openalex.org/A5022825325,11
https://openalex.org/A5020750660,11
https://openalex.org/A5089677335,11
https://openalex.org/A5009704356,11
https://openalex.org/A5053665575,11
https://openalex.org/A5023600656,11
https://openalex.org/A5065301160,12
https://openalex.org/A5111667138,12
https://openalex.org/A5012991867,9
https://openalex.org/A5043161143,9
https://openalex.org/A5114056659,1
https://openalex.org/A5000548595,6
https://openalex.org/A5100457326,6
https://openalex.org/A5060027762,6
https://openalex.org/A5100423964,6
https://openalex.org/A5102889918,6
https://openalex.org/A5088449825,6
https://openalex.org/A5024097718,7
https://openalex.org/A5037627275,7
https://openalex.org/A5070791437,7
https://openalex.org/A5047480720,4
https://openalex.org/A5013467728,4
https://openalex.org/A5109010341,11
https://openalex.org/A5105768200,11
https://openalex.org/A5004031220,11
https://openalex.org/A5076189272,11
https://openalex.org/A5060057268,6
https://openalex.org/A5062578422,6
https://openalex.org/A5011567138,6
https://openalex.org/A5032095191,6
https://openalex.org/A5046032512,6
https://openalex.org/A5055578079,9
https://openalex.org/A5007050127,9
https://openalex.org/A5003038995,9
https://openalex.org/A5037318194,9
https://openalex.org/A5059772625,9
https://openalex.org/A5006064501,6
https://openalex.org/A5083935587,11
https://openalex.org/A5046367201,11
https://openalex.org/A5061223044,11
https://openalex.org/A5012059360,6
https://openalex.org/A5101577122,6
https://openalex.org/A5005174020,6
https://openalex.org/A5100433691,6
https://openalex.org/A5019594264,6
https://openalex.org/A5112725801,6
https://openalex.org/A5113803660,6
https://openalex.org/A5075296997,1
https://openalex.org/A5078047751,4
https://openalex.org/A5027778878,4
https://openalex.org/A5064752759,4
https://openalex.org/A5021669622,4
https://openalex.org/A5035816842,6
https://openalex.org/A5039651585,6
https://openalex.org/A5066593080,1
https://openalex.org/A5026105453,6
https://openalex.org/A5042446076,6
https://openalex.org/A5110209608,6
https://openalex.org/A5033563552,4
https://openalex.org/A5017533451,4
https://openalex.org/A5112014357,10
https://openalex.org/A5021586049,0
https://openalex.org/A5059882040,0
https://openalex.org/A5108063115,6
https://openalex.org/A5059591171,6
https://openalex.org/A5112013284,6
https://openalex.org/A5083212338,6
https://openalex.org/A5015788232,6
https://openalex.org/A5043075977,6
https://openalex.org/A5037829144,6
https://openalex.org/A5039596937,6
https://openalex.org/A5110935929,10
